IHBAS-CPCB,Dwarka-S8-DPCC,Sri-Aurobindo-Marg-DPCC,DTU-CPCB,Okhla-Phase-2-DPCC,Alipur-DPCC,Sonia-Vihar-DPCC,Ashok-Vihar-DPCC,Mundka-DPCC,Pusa-DPCC,Vivek-Vihar-DPCC,Mandir-Marg-DPCC,Nehru-Nagar-DPCC,Wazirpur-DPCC,RK-Puram-DPCC,Punjabi-Bagh-DPCC,KSSR-DPCC,Jahangirpuri-DPCC,Narela-CPCB,Patparganj-DPCC,Rohini-DPCC,Anand-Vihar-DPCC,NSIT-Dwarka-CPCB,MDCNS-DPCC,Najafgarh-DPCC
65.92,46.8,22.67,33.73,20.68,26.48,38.0,24.55,29.17,46.48,24.05,9.45,33.38,26.18,30.8,25.45,15.4,39.08,40.28,49.38,60.52,24.97,15.89,23.7,21.62
63.52,43.2,19.65,38.42,20.98,23.8,37.12,23.77,27.1,37.58,22.92,8.5,33.88,24.8,31.25,25.6,18.55,46.22,49.95,48.12,61.35,28.75,16.23,23.05,21.67
61.43,34.75,18.9,44.8,23.92,22.1,36.95,23.92,26.65,28.52,21.93,7.23,34.4,23.55,29.8,24.65,18.35,41.83,47.88,45.25,55.2,24.85,13.44,19.95,21.7
53.03,37.78,26.035,43.2,24.52,21.65,38.38,23.65,26.95,26.18,22.25,7.68,33.15,27.65,29.05,23.77,15.1,39.08,47.85,47.25,56.12,22.95,13.34,19.47,22.25
48.34,32.12,25.853125,42.17,23.77,21.6,37.25,22.6,27.27,23.97,21.2,7.28,32.5,26.73,29.18,23.0,14.0,37.38,46.62,44.65,54.88,21.85,14.46,19.62,24.84722222222222
48.55,30.67,25.74625,33.58,22.27,21.1,37.5,21.42,25.62,32.85,20.78,7.33,31.6,30.33,28.0,22.38,13.28,37.75,46.45,43.45,54.7,18.55,14.35,18.3,22.2
47.73,34.27,25.753125,38.8,17.45,20.35,37.23,22.53,25.75,44.05,20.62,6.95,31.8,35.52,27.75,25.75,12.28,37.2,44.42,41.23,51.8,13.22,16.75,18.62,21.43
46.91,39.17,26.789375,42.68,17.32,17.98,41.75,21.73,29.85,44.5,22.88,7.15,37.0,29.95,29.43,29.73,12.9,36.9,55.22,47.77,51.97,20.48,16.46,19.82,26.12
44.28,44.5,31.15,41.3,16.45,21.8,45.0,28.8,29.3,41.5,29.4,6.75,33.12,33.0,27.0,29.8,,34.7,54.05,50.6,49.3,23.05,16.05,25.35,22.65
43.08,44.5,28.17,42.17,15.75,17.1,40.3,25.65,37.5,29.5,25.18,6.1,32.55,27.57,26.55,28.05,16.93,31.55,44.15,43.6,47.02,22.48,14.9,23.53,20.88
42.39,39.75,25.35,42.38,18.73,15.57,41.77,23.43,38.3,28.17,23.02,6.7,33.9,27.38,25.68,24.2,17.27,34.78,41.33,43.4,53.3,21.95,12.93,22.4,19.55
42.35,38.28,23.75,41.47,21.73,17.38,44.85,23.25,36.17,22.88,25.12,6.75,34.27,28.98,27.3,21.9,15.75,38.33,37.3,43.2,52.72,22.95,11.08,19.88,19.23
44.99,31.57,22.85,36.2,22.52,17.48,44.05,22.32,32.73,20.52,28.77,6.38,32.95,29.95,25.93,21.9,16.05,38.72,37.7,41.92,54.85,31.1,5.79,18.25,20.2
44.98,32.62,23.68,35.08,22.68,16.0,40.92,24.5,30.52,31.65,28.07,6.65,35.6,34.02,29.07,21.8,16.98,39.05,37.1,43.55,57.73,29.12,12.76,19.02,22.68
44.29,33.58,22.85,34.07,18.52,18.9,39.25,26.6,29.43,49.65,27.85,6.6,36.6,41.62,29.0,23.45,17.65,39.88,38.17,44.0,59.92,28.82,17.13,21.57,20.55
47.19,36.2,22.68,33.05,17.78,22.35,40.05,25.12,25.35,47.2,27.5,6.4,38.55,35.15,28.52,25.98,17.65,39.83,39.15,45.92,62.6,27.82,20.4,24.55,20.22
55.49,37.2,23.23,30.48,19.23,24.7,41.55,23.5,22.35,34.52,26.72,6.27,37.92,29.7,28.83,24.17,16.9,40.23,40.12,46.33,63.65,22.27,21.55,26.88,20.05
55.44,34.25,23.38,29.5,20.0,27.52,42.67,23.98,21.1,30.92,26.88,5.9,39.95,27.08,30.6,23.23,19.7,40.67,40.65,45.9,65.45,22.47,21.08,24.88,21.25
55.3,35.83,23.7,27.97,22.43,28.32,43.67,23.82,19.58,30.02,26.1,7.2,40.9,25.32,32.05,20.85,29.1,38.62,41.05,45.25,67.15,22.65,20.84,24.57,22.62
60.14,34.6,19.65,24.98,23.95,29.7,41.95,23.85,19.65,63.23,23.62,7.28,32.08,29.73,32.88,20.05,29.48,38.5,40.83,44.47,63.7,20.9,21.05,23.88,22.85
57.51,32.05,18.1,23.9,23.58,36.07,41.08,23.43,23.2,63.0,23.05,6.83,26.85,38.08,32.35,20.68,23.6,37.6,40.97,45.23,62.55,20.52,19.73,24.38,18.97
53.86,31.85,17.8,23.75,22.75,29.52,40.82,23.95,26.38,51.05,23.57,6.9,22.17,39.75,26.38,23.68,20.18,36.85,40.47,46.0,62.52,20.9,19.2,25.57,19.67
52.2,36.42,17.8,26.08,18.98,22.55,39.77,23.2,24.93,49.62,23.92,6.88,26.38,37.9,26.35,27.82,17.92,37.73,39.8,48.25,60.3,20.9,19.22,24.6,20.48
54.3,40.12,26.02375,27.35,17.97,19.05,36.92,22.35,24.0,39.42,22.77,6.3,28.88,32.35,24.88,25.8,15.1,38.18,41.5,47.6,55.78,23.82,18.62,21.8,20.75
55.58,40.42,26.70125,27.57,18.05,21.85,36.42,22.75,24.32,34.18,21.88,6.15,31.38,27.8,27.8,24.23,9.32,39.52,39.3,45.03,52.7,23.23,16.91,21.65,21.9
55.81,38.33,26.190625,28.45,17.8,23.45,37.45,23.3,23.97,30.0,22.88,6.17,31.45,25.12,27.8,24.8,10.32,41.55,37.33,45.35,55.53,26.93,15.43,20.3,22.23
55.43,34.8,26.086875,25.85,20.02,22.85,37.23,23.35,23.35,26.88,25.23,6.7,31.22,24.52,27.7,23.83,13.03,39.8,37.3,45.15,50.97,30.57,16.23,18.73,22.57
56.59,32.88,26.93333333333333,25.55,20.62,21.98,36.0,23.15,23.12,26.07,25.38,7.12,31.08,27.6,27.65,22.77,17.82,39.42,37.95,44.62,55.4,28.48,16.74,19.52,21.85
56.14,31.25,26.863999999999997,29.4,20.82,21.95,36.85,22.48,21.7,34.55,25.1,7.1,30.98,29.95,26.38,22.42,16.12,38.67,37.7,41.97,51.27,24.9,15.47,20.2,22.02
53.8,30.25,26.418666666666663,27.82,20.18,19.8,38.03,22.38,24.28,39.78,25.57,7.25,30.05,38.18,26.83,23.97,15.3,37.77,38.25,42.88,52.2,25.75,10.77,18.75,22.42
51.4,33.23,26.222666666666665,28.85,15.5,17.27,39.1,21.62,26.72,40.8,26.65,6.7,31.83,42.75,26.77,27.6,14.9,38.48,39.02,42.6,50.55,24.62,14.08,19.8,23.05
50.8,36.6,27.101333333333336,28.6,15.7,15.75,43.15,22.57,29.18,42.25,29.6,6.95,40.4,33.77,26.8,28.88,13.67,38.48,49.35,49.47,46.45,24.02,16.35,19.73,26.15
51.61,39.3,30.05,29.55,16.4,15.95,43.3,28.3,29.23,37.25,32.3,6.7,35.0,34.75,25.15,27.75,,34.3,51.25,52.4,47.4,24.4,17.7,26.05,22.2
50.29,37.92,26.93,29.55,14.7,14.43,39.85,24.6,30.7,30.15,25.8,6.22,27.9,30.15,25.8,26.25,18.43,31.7,38.23,44.55,42.98,23.43,18.82,22.2,20.05
48.83,33.3,24.5,27.23,15.9,13.22,39.6,23.65,31.77,24.45,22.5,6.45,27.93,26.67,24.58,24.02,15.42,34.88,34.28,44.05,46.78,25.9,18.38,20.93,19.8
47.94,31.43,22.7,26.4,17.88,16.4,42.12,23.15,29.68,19.85,24.62,6.97,30.45,30.23,22.58,21.1,14.65,38.17,34.23,43.0,45.83,26.7,16.62,19.48,20.02
48.57,31.08,22.5,28.3,18.73,15.73,41.3,23.1,28.4,23.55,26.25,6.95,31.57,30.65,23.08,20.38,17.23,39.03,34.3,41.88,49.02,35.23,16.71,18.83,20.6
48.2,29.77,22.65,28.4,18.85,20.8,39.67,25.05,27.4,47.5,25.58,6.8,33.15,40.02,25.68,20.02,18.98,38.25,33.9,41.3,52.9,25.8,16.19,19.92,22.85
48.15,27.93,21.85,28.25,15.85,19.25,38.05,26.48,25.35,42.4,26.08,6.47,34.22,43.02,25.85,22.07,18.27,38.12,33.73,41.65,52.03,25.55,18.61,22.65,20.2
48.36,31.2,20.9,29.42,14.95,20.27,39.52,24.3,24.33,38.0,27.2,5.88,35.1,36.2,25.27,23.92,17.32,38.85,34.33,42.52,53.92,24.38,19.99,22.17,20.5
47.22,31.65,18.65,28.95,16.5,19.0,40.77,21.75,21.25,29.25,27.05,6.15,36.62,28.2,26.23,22.4,17.45,39.3,35.48,44.85,57.7,20.45,22.38,21.07,20.8
47.34,34.2,17.85,33.1,18.2,16.0,41.35,25.0,19.32,24.55,26.88,6.2,37.25,26.42,28.7,22.07,26.3,38.8,37.65,54.42,52.6,23.23,21.29,20.78,19.67
49.82,31.38,17.9,24.27,21.32,18.3,41.33,21.88,19.12,20.18,25.62,6.55,37.15,25.1,30.85,20.95,28.82,36.73,37.33,57.12,52.52,23.8,21.67,18.65,22.840555555555554
53.33,27.58,25.526666666666667,22.85,22.38,22.9,40.8,22.38,19.05,18.7,25.52,6.95,37.05,25.8,32.35,21.45,27.6,35.83,37.45,53.07,49.5,22.33,21.75,16.73,23.891111111111115
50.41,29.55,24.971764705882354,23.38,21.48,20.77,40.3,22.4,19.28,27.62,25.12,6.95,36.95,33.38,30.05,21.2,22.4,35.4,36.73,52.15,48.65,23.43,21.54,18.43,25.08277777777778
47.93,30.6,24.729999999999997,25.88,20.52,18.45,39.88,22.07,25.72,45.02,24.07,6.8,37.9,39.4,24.77,22.42,20.22,34.6,35.98,50.83,49.38,20.27,21.73,24.3,19.47
49.11,33.0,24.66117647058823,25.85,17.88,21.0,38.88,21.75,35.15,57.12,21.9,6.57,36.83,38.3,23.85,28.6,18.98,35.22,35.25,52.2,48.92,19.23,22.25,25.73,20.95
49.29,37.9,25.63588235294118,26.43,15.93,22.4,37.98,22.23,26.51823529411765,41.58,22.48,6.25,36.75,34.5,23.32,26.43,17.32,36.58,36.52,50.0,47.45,20.73,21.52,22.4,21.3
49.47,38.83,26.18,25.4,17.3,21.55,36.8,22.7,32.02,34.17,22.9,8.53,33.5,29.85,26.3,24.3,15.88,39.73,37.35,42.92,49.12,25.38,20.38,21.2,22.18
49.07,38.67,25.615882352941174,23.65,18.1,21.8,35.67,23.02,30.65,29.0,24.0,8.23,32.62,26.23,28.4,24.35,15.7,40.5,37.92,40.42,47.88,23.1,21.94,20.2,21.62
47.89,34.52,25.741764705882353,22.85,19.77,22.62,35.67,21.23,25.07,26.5,24.17,9.25,32.73,24.35,27.1,22.15,16.38,41.18,38.02,41.85,44.23,22.5,20.85,18.15,20.75
46.45,34.6,27.245999999999995,25.75,21.7,21.58,36.62,20.75,22.8,20.48,22.32,9.1,32.45,24.43,28.28,23.1,17.05,38.15,36.05,42.0,38.35,27.509411764705884,19.37,17.3,20.73
45.68,32.97,27.447333333333336,32.88,21.2,16.93,36.65,19.68,20.82,18.22,23.42,7.7,31.73,24.98,27.88,22.5,14.97,37.33,35.33,41.15,36.88,25.17705882352941,20.16,16.77,20.55
42.05,31.02,27.387999999999998,28.88,20.68,14.45,36.8,19.65,19.7,14.1,22.58,7.05,30.95,27.65,25.98,23.12,16.25,36.25,35.48,41.48,43.12,26.173125,19.79,16.75,20.4
42.3,30.12,27.39,27.97,16.4,14.18,37.15,20.1,18.05,19.43,23.67,6.68,31.07,31.27,25.12,28.2,16.38,36.05,34.33,44.33,44.3,25.4,17.37,18.18,20.18
41.99,35.93,28.029333333333337,31.0,14.4,14.3,40.0,19.82,19.08,34.15,27.12,7.1,36.75,29.65,26.82,28.9,16.45,35.52,37.67,51.35,44.88,27.9075,16.24,19.52,23.12
41.94,40.8,28.85,26.65,15.7,18.0,40.9,26.45,20.3,41.55,31.15,5.85,35.1,34.75,24.88,27.95,,36.4,46.7,52.3,50.9,28.040000000000003,16.0,23.6,20.7
41.55,39.23,25.73,26.7,15.38,16.3,38.17,23.48,22.35,35.88,26.0,6.45,28.58,30.18,26.25,26.25,21.77,32.07,36.38,46.73,36.73,27.031333333333333,15.95,20.88,18.75
41.01,36.88,23.68,25.33,16.95,15.45,39.35,21.92,22.33,27.0,23.42,6.72,28.3,25.38,25.68,23.25,20.1,34.23,34.22,47.1,33.9,25.624000000000002,16.22,20.7,17.9
40.28,33.42,22.43,26.08,19.62,12.05,41.03,20.55,26.05,22.98,24.98,7.15,29.5,29.15,25.3,20.7,16.57,36.98,35.8,42.7,36.33,25.633125,15.11,18.88,17.5
39.79,28.52,21.95,27.52,20.15,19.75,41.75,19.55,26.38,15.38,26.5,7.03,30.45,32.42,25.05,20.0,15.88,38.33,34.2,39.77,36.35,28.189999999999998,12.03,17.52,17.98
39.16,32.02,19.27,28.38,20.43,17.77,40.25,20.4,28.9,21.72,25.97,7.25,31.3,31.55,27.1,19.6,15.6,38.62,33.02,42.75,41.77,28.58875,11.06,16.8,21.45
39.41,30.4,17.75,28.15,16.18,24.1,37.85,22.48,25.68,13.28,26.62,6.93,32.5,35.73,25.77,21.32,17.88,37.83,31.98,42.08,51.27,27.315624999999997,13.84,17.15,19.48
45.88,34.77,26.184705882352944,27.27,15.03,28.65,37.62,22.73,23.9,18.07,28.12,6.35,33.73,34.48,24.85,25.27,18.02,37.9,32.05,43.2,52.43,25.778125,17.61,20.43,18.7
56.07,37.05,25.733529411764703,24.23,16.38,31.17,42.65,22.1,23.77,24.17,29.4,6.3,33.85,29.85,26.2,26.65,21.62,29.57,33.58,49.1,57.15,22.37133333333333,21.38,20.67,19.1
50.46,38.23,25.807058823529413,23.6,18.25,38.83,42.97,22.33,24.1,29.1,28.2,6.9,38.6,26.2,30.25,25.65,24.2,40.75,34.75,48.58,63.53,16.48,22.47,22.43,19.4
50.67,33.85,27.43,22.7,21.25,32.53,42.15,22.7,21.07,31.82,27.8,7.53,29.82,25.45,32.35,22.22,28.35,39.48,34.6,48.53,67.83,24.65,21.95,21.27,19.12
53.21,33.05,25.3,28.65,22.82,26.75,42.57,23.25,19.2,45.1,25.8,7.7,34.27,26.85,32.62,21.3,36.4,38.4,35.33,49.73,85.8,24.6,20.85,19.25,20.62
52.09,31.45,23.68,26.88,22.62,25.27,42.15,23.8,20.75,94.98,26.62,7.53,33.43,37.85,31.38,21.15,38.38,36.95,35.88,47.12,74.6,23.65,19.69,21.3,20.7
51.26,29.38,23.38,26.08,21.93,24.02,41.25,24.07,26.12,76.2,25.58,7.35,33.4,43.85,26.43,22.2,31.97,35.02,35.53,47.02,77.8,17.4,19.46,28.35,19.88
49.31,30.07,23.43,26.32,19.55,22.52,40.85,23.35,27.58,67.12,23.6,7.6,34.471666666666664,39.75,24.08,25.62,26.48,37.1,35.58,46.52,75.58,10.47,21.6,29.42,19.23
50.5,31.77,24.98,27.3,17.02,22.23,40.08,23.08,29.07,45.67,22.07,8.5,27.7,34.35,23.53,23.2,22.28,50.55,35.9,44.65,74.07,5.88,21.79,25.23,18.95
50.67,35.48,28.02,28.45,16.73,20.3,38.85,24.05,29.38,35.9,23.25,10.12,25.1,27.55,25.6,23.47,18.55,39.02,34.1,43.23,75.3,25.651764705882357,20.47,21.05,18.73
52.44,39.85,28.9,27.17,21.1,21.92,38.02,21.32,29.15,31.1,22.95,9.57,36.4,29.2,26.9,24.05,17.18,40.73,33.58,44.12,72.15,25.444117647058825,19.89,19.98,19.05
56.86,32.45,29.62,36.48,21.38,26.3,38.0,21.12,26.52,29.4,23.95,8.02,36.72,26.55,27.57,22.32,17.75,39.2,31.83,44.58,60.9,25.174444444444443,19.23,17.85,18.8
56.88,30.3,28.8,33.45,21.7,30.23,39.15,20.7,26.02,29.2,24.85,7.07,38.95,27.0,27.8,20.85,16.45,39.27,33.5,43.45,52.6,24.879411764705885,19.75,17.6,18.65
59.44,33.1,28.93,36.4,20.5,28.25,39.83,20.32,24.93,25.18,24.23,6.97,38.92,33.8,28.1,20.8,17.67,39.85,34.73,44.62,47.72,22.90235294117647,18.22,15.52,18.9
60.42,31.0,28.98,43.7,20.83,17.5,40.0,20.4,28.52,26.5,24.05,7.25,39.38,41.58,27.38,20.5,18.05,40.3,37.83,47.15,44.27,24.18,18.07,15.95,19.05
59.97,29.1,27.9,36.4,17.6,16.52,39.95,19.82,30.77,36.28,25.25,8.45,39.73,40.5,26.6,26.65,21.27,39.65,37.77,45.1,42.88,23.021875,17.79,16.7,20.12
60.56,32.27,28.4,32.7,14.8,17.27,43.6,19.48,33.65,40.5,26.98,10.52,47.88,34.67,28.25,29.88,21.4,39.3,43.15,48.15,53.6,26.313125,12.39,19.7,22.1
60.24,40.9,35.25,45.4,17.0,21.2,44.8,24.05,31.02,40.05,29.35,9.5,43.8,32.85,25.2,28.25,,34.6,50.85,53.9,58.1,28.4375,12.37,25.05,19.2
59.41,39.4,32.35,40.72,15.72,20.98,40.95,22.85,32.85,32.88,26.5,8.97,36.5,29.15,26.62,27.0,22.2,34.28,39.97,47.4,44.88,27.43625,12.24,21.4,18.85
57.46,37.62,30.25,30.22,20.05,23.85,40.9,22.25,34.17,26.6,26.0,7.75,35.43,30.2,24.62,25.0,19.7,37.62,37.57,43.3,39.48,26.348125,14.28,19.97,17.3
57.46,35.95,29.0,32.8,25.57,28.33,42.85,21.82,35.47,25.65,26.5,7.03,37.48,35.08,25.3,26.65,17.02,42.45,39.17,50.27,45.92,25.815,14.74,18.6,17.35
57.79,36.22,31.83,30.38,19.38,26.52,44.67,21.12,33.6,25.55,28.85,7.15,40.32,30.45,29.57,25.3,15.62,42.58,36.4,46.58,50.4,28.661250000000003,13.32,17.15,18.25
59.39,32.42,33.25,30.55,22.4,20.27,44.12,20.25,31.67,22.27,30.17,7.8,44.22,35.53,35.4,21.48,21.18,40.62,35.35,49.48,54.58,28.448124999999997,14.8,17.52,17.95
59.66,30.5,31.6,32.65,20.32,16.07,41.55,22.28,29.7,25.57,31.6,9.0,47.45,41.2,31.67,23.35,25.1,39.88,34.6,50.12,59.88,28.22375,18.9,18.12,17.88
59.87,33.08,28.07,26.57,17.88,15.55,40.68,22.5,27.5,31.18,29.6,10.35,48.4,37.6,30.4,26.58,21.55,39.98,35.15,47.82,64.75,26.540625,20.13,21.48,18.45
65.98,34.17,27.95,25.85,18.85,13.1,41.17,21.93,24.8,28.82,30.0,10.23,49.42,30.7,31.27,26.6,20.65,42.38,38.02,46.52,69.55,24.159374999999997,19.6,20.75,19.43
74.0,36.6,28.65,26.15,20.95,14.38,41.34375,21.9,22.98,28.35,29.32,10.02,49.45,26.93,35.1,24.58,20.25,40.38,39.25,48.78,77.88,26.205624999999998,20.83,22.33,19.8
77.99,34.17,31.98,26.98,24.32,12.8,44.2,21.83,20.25,25.98,26.43,9.0,49.3,25.73,37.15,22.68,22.32,36.7,39.5,50.35,81.78,26.658823529411762,19.82,20.2,19.65
82.41,33.62,31.12,28.48,26.8,11.85,43.7,23.03,17.65,27.23,28.05,7.48,48.47,26.08,38.12,20.82,33.58,35.1,37.92,52.5,87.1,27.685882352941174,18.96,18.77,19.07
82.43,31.3,27.3,27.9,25.3,15.03,43.50090909090908,23.18,16.08,41.33,27.25,7.08,45.7,33.73,35.05,20.52,35.85,34.02,36.08,54.5,82.3,26.826111111111107,18.86,18.62,18.43
84.33,30.55,26.35,27.23,22.85,17.88,43.43750000000001,23.23,21.12,76.7,28.0,6.78,41.95,39.05,28.07,21.88,30.45,34.62,35.55,56.75,79.12,26.20294117647059,18.24,23.6,17.6
80.59,33.48,26.5,30.4,19.4,18.8,39.98,23.35,25.62,65.6,23.72,8.03,39.65,39.12,25.5,27.48,27.82,39.05,35.53,56.05,74.28,25.694117647058825,18.38,27.65,17.5
77.14,38.9,27.68,28.77,16.65,20.73,39.55,22.75,26.1,48.7,25.48,9.6,38.38,34.27,25.2,25.95,22.3,44.12,35.95,55.2,71.3,25.40352941176471,18.4,25.95,17.7
75.52,41.95,29.52,26.23,18.97,23.7,36.95,22.2,25.85,36.85,24.52,10.15,38.85,28.08,28.18,25.3,18.98,38.72,35.25,54.65,70.05,27.851764705882353,17.61,21.85,19.9
72.25,40.8,29.6,26.12,19.23,21.38,36.62,21.62,26.07,30.43,24.0,9.62,39.25,23.83,29.45,26.1,18.5,42.02,34.12,52.95,68.05,27.735882352941175,16.6,20.95,16.5
69.92,36.65,28.98,28.62,20.57,18.05,37.62,22.15,25.98,27.75,23.4,8.6,38.58,24.1,28.95,25.27,16.23,43.75,34.52,51.5,63.4,21.5,17.84,19.85,19.1
65.24,36.15,27.32,28.0,22.57,17.67,37.65,21.1,26.15,24.23,23.57,7.75,37.85,27.72,30.05,23.15,14.22,41.75,35.42,50.8,58.48,27.72,18.02,18.27,19.3
57.28,34.23,26.8,27.95,22.07,15.3,37.85,20.62,28.55,18.45,23.52,7.65,36.88,23.47,29.2,22.4,13.7,41.47,36.23,48.8,55.35,14.78,19.95,16.55,19.55
55.52,31.98,25.88,27.62,21.02,15.95,39.17,20.2,33.95,16.92,23.92,7.5,35.75,31.55,26.8,22.6,12.82,41.75,37.05,48.8,51.33,26.58,19.0,16.4,19.25
54.77,29.18,25.57,24.4,17.23,15.45,40.47,20.12,35.47,20.27,25.12,9.1,34.98,40.27,26.93,26.75,13.6,42.12,38.98,47.38,44.88,26.05375,19.62,16.55,19.72
53.76,33.55,26.52,25.25,14.68,27.67,44.8,20.38,32.95,34.1,28.4,11.38,40.65,33.8,27.48,30.75,16.43,41.35,45.8,53.25,36.48,27.595625000000002,19.4,20.12,22.65
52.96,37.6,35.15,28.45,15.95,24.7,43.7,28.2,36.47,42.1,31.2,9.8,38.3,37.5,26.0,28.5,,34.2,54.0,50.9,62.0,29.128125000000004,19.48,26.2,19.55
51.12,35.55,32.5,26.88,15.38,27.22,41.15,25.53,36.1,35.33,28.1,10.1,31.18,31.72,26.7,27.2,23.0,33.08,42.0,44.38,43.78,28.662499999999998,19.75,22.93,18.35
52.38,34.4,30.4,27.85,16.48,25.6,42.98,23.38,37.55,27.8,26.1,8.9,29.23,28.27,26.15,23.85,19.52,37.3,35.95,43.15,42.65,27.872500000000002,16.91,22.27,17.65
55.97,33.38,28.3,27.5,17.6,26.02,44.6,22.02,39.12,21.0,28.3,8.07,30.77,27.48,25.85,19.62,17.88,39.88,34.92,43.17,50.35,28.008125,14.81,19.6,18.9
54.88,30.98,28.1,29.27,18.3,19.4,44.48,22.05,38.48,22.42,28.45,8.0,32.17,29.95,25.38,19.38,20.25,41.12,35.58,41.62,49.0,30.381875000000004,15.88,18.45,19.38
56.26,30.35,29.35,27.52,19.05,17.22,42.22,23.33,35.05,38.45,28.15,8.05,33.02,35.77,26.72,21.05,20.3,42.85,34.95,42.78,49.58,30.36875,16.33,18.05,21.27
58.16,28.65,29.2,25.5,17.3,16.05,40.15,24.72,30.07,48.02,28.93,9.33,34.65,41.23,26.72,23.35,20.3,41.12,34.3,42.97,52.55,29.059375,17.89,19.57,19.08
59.41,30.1,27.73,25.1,16.07,14.45,40.33,24.75,31.02,42.72,28.27,10.8,36.0,35.82,25.88,25.55,21.4,42.32,36.88,44.7,52.92,26.9675,17.31,23.05,18.65
54.19,33.92,26.73,25.88,16.7,14.38,41.05,23.98,26.75,34.58,27.3,11.0,37.4,29.67,27.4,25.85,21.18,41.9,39.48,44.9,59.08,24.560625,18.75,21.77,18.95
52.91,34.0,26.82,27.05,16.65,26.666875000000005,42.8,23.48,21.73,33.9,26.8,10.62,38.45,26.9,29.65,24.68,21.9,27.565555555555555,39.35,47.0,63.75,25.905,19.53,21.57,19.38
51.19,33.3,29.1,28.15,17.88,25.339411764705883,41.6475,23.1,19.52,34.0,28.27,9.38,38.77,24.35,34.45,22.9,24.05,26.41166666666667,40.38,47.48,69.15,25.58235294117647,18.23,20.65,19.27
49.12,31.15,30.48,28.9,17.6,25.846,41.848333333333336,23.43,18.0,48.88,29.65,8.03,38.55,27.18,34.25,22.75,32.6,116.1,39.0,49.02,73.03,26.35882352941176,18.89,19.62,19.2
49.52,29.27,29.07,28.25,20.05,24.57058823529412,40.99999999999999,22.3,17.38,52.08,28.5,7.95,35.65,36.75,29.73,25.9,35.82,21.28,38.4,52.0,75.95,8.6,18.38,18.95,19.02
51.17,30.6,28.53,26.2,21.15,25.026666666666667,39.435454545454554,21.77,20.82,48.95,27.02,8.05,36.55,41.12,26.92,30.0,29.52,25.35,37.65,53.72,72.5,8.9,17.11,22.38,18.8
44.6,26.33,28.35,29.88,19.0,24.902,40.35,21.35,26.27,45.52,22.92,9.85,36.52,41.83,25.75,31.12,23.7,24.05,36.6,53.85,69.75,8.9,16.81,27.18,17.05
42.07,32.02,28.2,27.48,15.38,9.7,38.83,21.48,27.8,36.45,24.72,11.28,35.75,40.3,25.2,26.05,22.38,20.95,35.4,53.58,65.65,9.05,16.71,27.78,17.0
42.62,33.45,28.5,29.1,15.97,10.12,38.08,22.1,28.38,29.45,25.75,11.03,35.3,30.8,26.2,22.03,17.42,23.0,34.73,53.25,65.07,8.78,15.89,22.83,18.38
43.76,33.17,28.12,29.77,16.17,35.165625,37.08,22.43,27.98,29.95,24.8,10.57,34.65,28.92,24.25,20.0,18.58,25.4,36.08,49.03,66.35,8.98,15.47,22.18,18.5
42.63,29.75,27.8,31.68,17.4,12.5,37.12,21.9,25.55,21.77,23.65,9.05,34.05,26.7,25.58,21.27,16.98,25.42,36.4,47.5,62.65,8.68,15.77,21.55,18.55
43.55,28.52,27.55,30.77,20.15,11.48,39.02,20.8,23.73,23.23,23.38,8.05,33.33,26.38,25.45,20.97,16.55,24.07,36.45,45.85,59.08,8.95,17.55,19.6,18.35
45.44,26.97,27.45,31.95,21.1,12.2,39.8,19.5,25.3,23.4,23.82,7.85,33.33,26.9,26.73,22.65,16.07,24.23,36.4,47.15,57.48,8.93,17.59,18.98,18.27
45.0,26.88,27.02,28.07,20.68,7.25,39.75,18.85,28.8,16.62,23.9,8.1,32.58,24.47,27.07,22.18,17.65,24.2,36.67,49.08,53.15,8.85,16.13,18.07,17.48
43.95,27.07,26.55,25.7,18.55,25.9,40.83,17.88,31.1,17.62,24.83,9.82,32.97,27.4,26.6,24.9,15.75,24.45,36.28,47.55,52.95,8.95,18.34,18.0,18.68
44.27,31.93,26.88,24.85,17.15,43.2,46.18,19.55,30.98,22.55,33.27,12.25,39.92,31.12,28.43,27.6,17.95,24.1,42.1,55.17,51.4,8.98,17.31,20.15,21.73
44.47,37.0,33.55,28.18,17.1,31.35,44.390625,27.5,28.55,33.75,34.35,9.85,40.1,36.35,26.7,29.4,,22.1,51.15,51.9,64.4,9.0,17.44,28.3,19.95
45.5,36.3,32.5,38.42,14.53,43.123333333333335,41.58,23.5,28.8,30.02,30.15,10.6,32.12,31.12,25.52,28.0,24.3,20.43,41.3,44.62,50.27,9.23,16.34,24.0,18.33
44.75,32.97,31.03,33.17,15.12,25.8,41.4,21.73,31.32,29.0,26.2,9.3,29.4,27.48,25.77,26.4,19.95,22.08,38.75,43.65,50.83,9.27,14.33,21.43,18.38
42.7,30.8,28.7,34.52,18.73,33.94133333333333,43.85,19.7,34.88,26.85,27.4,8.18,29.58,26.67,25.27,22.65,17.0,24.2,38.6,42.03,43.73,9.7,10.27,19.62,18.62
42.47,29.85,29.65,31.6,20.3,15.7,45.62,18.55,33.9,20.4,27.45,7.92,31.47,24.45,25.75,19.38,15.88,24.38,34.6,39.97,38.58,9.95,6.57,17.85,19.52
